"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Apr 20 04:01:37 GMT 2023","Thu Apr 20 04:02:08 GMT 2023","31451","uat","example.spec.ts","","","","login api",""
