"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 02:05:03 GMT 2023","Tue Apr 18 02:05:16 GMT 2023","13062","uat","example.spec.ts","","","","login api",""
