"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 19 06:36:21 GMT 2023","Wed Apr 19 06:36:51 GMT 2023","30710","uat","example.spec.ts","","","","login api",""
