"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 19 02:09:19 GMT 2023","Wed Apr 19 02:09:44 GMT 2023","24460","uat","example.spec.ts","","","","login api",""
